customer_id,first_name,last_name,email,phone,gender,date_of_birth,signup_date,state,city,membership_tier,preferred_channel,marketing_opt_in,referral_source,Age,Age_Group,Order_Count,Total_Revenue,Customer_Segment,Revenue_ZScore,Revenue_Outlier,Ticket_Count,Average_Satisfaction
CUST004684,Amy,Davis,amy.davis292@outlook.com,001-860-566-5431x1309,F,1995-04-08,2021-09-13,WI,New Timothyburgh,silver,In-Store,Y,TV Ad,31.0,25-34,3.0,5284.77,Repeat Customer,-0.4291590422389349,No,1.0,5.0
CUST004987,Richard,Byrd,richard.byrd390@yahoo.com,001-757-315-1959x3372,M,1989-08-09,2025-12-26,FL,East Haleyton,bronze,In-Store,Y,Search Engine,37.0,35-44,6.0,10906.0,High-Value Customer,0.8573055132284472,No,2.0,4.0
CUST002944,Christopher,Rodriguez,christopher.rodriguez829@outlook.com,430.518.0872x584,F,1959-01-25,2021-08-22,New Jersey,West Matthew,bronze,In-Store,Y,TV Ad,67.0,55+,6.0,9944.119999999999,High-Value Customer,0.6371713919395181,No,0.0,
CUST001068,Jennifer,Collins,jennifer.collins713@hotmail.com,409.787.2649x632,M,2007-07-05,2026-01-18,WA,Port Joshua,bronze,Mobile App,N,Search Engine,19.0,18-24,1.0,3022.61,One-Time Customer,-0.9468728982448437,No,0.0,
CUST004907,Craig,Solis,,,F,,2024-03-19,Georgia,,bronze,In-Store,,,,Unknown,5.0,4969.84,Repeat Customer,-0.5012333538136869,No,0.0,
CUST001224,Brittney,Maldonado,brittney.maldonado866@outlook.com,+1-481-229-8861,F,1953-04-21,2026-02-13,North Carolina,Lake Melissaland,Silver,Online,N,TV Ad,73.0,55+,2.0,3741.63,Repeat Customer,-0.7823192783658923,No,1.0,5.0
CUST003918,Chelsea,Phillips,,,M,1995-12-15,2023-09-25,OH,Port Amyton,Bronze,In-Store,,,30.0,25-34,6.0,8980.75,High-Value Customer,0.4166962719389825,No,2.0,4.5
CUST001472,Alexander,Ponce,alexander.ponce459@yahoo.com,(880)960-1457x9232,M,1976-03-19,2023-07-18,Michigan,Lake Angela,bronze,Mobile App,yes,Walk-in,50.0,45-54,4.0,5300.65,Repeat Customer,-0.4255247740910703,No,2.0,5.0
CUST004452,Amy,Hall,amy.hall428@hotmail.com,001-424-793-4737,Other,1988-07-12,2025-10-22,MO,North Ana,SILVER,Online,N,Influencer,38.0,35-44,7.0,4899.88,High-Value Customer,-0.5172442731855145,No,1.0,5.0
CUST001554,Lisa,Padilla,lisa.padilla700@gmail.com,+1-575-268-1678x43407,M,1980-09-26,2023-03-04,Georgia,Shannonbury,bronze,Online,N,,45.0,45-54,5.0,8571.09,Repeat Customer,0.322942223484682,No,1.0,4.0
CUST004484,Amy,Mccarthy,amy.mccarthy881@outlook.com,271-819-5266x533,M,1973-06-09,2022-11-18,nc,East Gary,Silver,Mobile App,Y,Walk-in,53.0,45-54,8.0,9468.1,High-Value Customer,0.528230313617944,No,2.0,3.0
CUST004159,Ronald,Thomas,ronald.thomas883@hotmail.com,(612)673-4857x94941,F,1996-08-09,2022-06-29,md,Lake Brian,bronze,In-Store,Y,TV Ad,30.0,25-34,6.0,11485.38,High-Value Customer,0.9899013746585419,No,0.0,
CUST000211,Laura,Grant,laura.grant980@yahoo.com,+1-366-750-6180x9190,M,1980-12-03,2021-12-30,Indiana,Rickeymouth,silver,In-Store,0,TV Ad,45.0,45-54,2.0,1602.17,Repeat Customer,-1.2719522337582612,No,2.0,3.0
CUST001727,Justin,Diaz,justin.diaz251@outlook.com,(262)716-8335x766,M,1979-07-29,,Wisconsin,Michaelmouth,BRONZE,Online,0,,47.0,45-54,6.0,9137.41,High-Value Customer,0.4525491968788124,No,1.0,3.0
CUST001113,Tiffany,Moreno,tiffany.moreno448@gmail.com,457.926.0292x54686,M,1995-01-07,2025-11-05,New York,Loriport,silver,In-Store,Y,Social Media,31.0,25-34,2.0,1894.48,Repeat Customer,-1.2050546945704552,No,1.0,5.0
CUST003944,Amanda,Adkins,amanda.adkins859@hotmail.com,7546332125,F,1952-06-17,2021-03-22,ny,Lancemouth,bronze,In-Store,Y,Walk-in,74.0,55+,3.0,6603.64,Repeat Customer,-0.12732483366371805,No,0.0,
CUST001548,Teresa,Ramos,teresa.ramos465@outlook.com,+1-495-489-7015,F,1958-03-08,2025-02-19,OH,North Wendytown,Bronze,Online,0,Social Media,68.0,55+,7.0,14252.24,High-Value Customer,1.6231199620389696,No,2.0,3.0
CUST004703,John,Marsh,john.marsh845@yahoo.com,+1-778-942-3740x51717,F,1995-06-02,2023-06-20,North Carolina,East Ronald,Bronze,Online,,Email Campaign,31.0,25-34,9.0,14896.83,High-Value Customer,1.7706396664112725,No,1.0,4.0
CUST001187,  Brian ,Yang,brian.yang163@yahoo.com,223-275-9795x31926,F,1985-05-30,2021-07-04,ca,North Charlene,Bronze,Mobile App,no,,41.0,35-44,3.0,1047.1200000000001,Repeat Customer,-1.3989799752867471,No,0.0,
CUST001035,Andrew,Stephens,andrew.stephens700@yahoo.com,6885983057,F,1959-08-13,2025-07-11,FL,Abigailbury,bronze,Online,0,,67.0,55+,0.0,0.0,No Orders,-1.6386219691779427,No,1.0,5.0
CUST004852,Kendra,Mcclain,kendra.mcclain268@yahoo.com,+1-268-220-4018x07949,M,1953-04-02,2023-10-15,IN,North Kyle,Bronze,Online,,Social Media,73.0,55+,6.0,8983.21,High-Value Customer,0.4172592631004274,No,0.0,
CUST002677,Elizabeth,Noble,elizabeth.noble759@gmail.com,922.966.2810x767,F,2005-09-18,2021-09-13,Illinois,Brianfurt,Bronze,Mobile App,Y,Walk-in,20.0,18-24,5.0,5373.53,Repeat Customer,-0.4088455887877714,No,0.0,
CUST001242,Brittany,Stewart,brittany.stewart285@outlook.com,237-276-6183x0858,F,1945-02-14,2025-10-06,OH,West Alexismouth,BRONZE,Mobile App,Y,Search Engine,81.0,55+,0.0,0.0,No Orders,-1.6386219691779427,No,2.0,3.0
CUST003557,Melanie,Martin,melanie.martin162@outlook.com,+1-287-306-4108,M,1969-05-24,2026-01-21,Indiana,Beckchester,Bronze,Mobile App,Y,Walk-in,57.0,55+,4.0,7815.22,Repeat Customer,0.14995517909384048,No,3.0,3.5
CUST002745,Zachary,Fowler,zachary.fowler715@gmail.com,+1-752-597-9934x96577,F,1955-07-22,2025-10-20,MD,Port Kyle,SILVER,Mobile App,Y,Social Media,71.0,55+,4.0,10962.06,Repeat Customer,0.8701353036799143,No,5.0,4.0
CUST001332,Joshua,Duncan,joshua.duncan264@gmail.com,(833)469-3180,F,2008-07-04,,PENNSYLVANIA,Edwardburgh,GOLD,In-Store,,,18.0,18-24,4.0,4858.65,Repeat Customer,-0.5266800965946119,No,1.0,
CUST004752,Douglas,Gonzalez,douglas.gonzalez652@hotmail.com,(653)934-3659,M,2008-04-22,2023-11-29,Massachusetts,North Alexishaven,silver,In-Store,no,Friend Referral,18.0,18-24,5.0,3806.14,Repeat Customer,-0.7675556361606809,No,0.0,
CUST004311,Jeremy,Coleman,jeremy.coleman9@outlook.com,(919)763-4610,F,1949-06-21,2021-02-03,VIRGINIA,Russoview,Platinum,In-Store,0,Social Media,77.0,55+,7.0,12939.95,High-Value Customer,1.3227916403915205,No,0.0,
CUST001099,Tyler,Garcia,tyler.garcia470@yahoo.com,220.331.9789,F,1991-10-10,2025-10-01,California,Brownton,SILVER,Mobile App,N,Walk-in,34.0,25-34,4.0,16146.640000000001,Repeat Customer,2.056668927990801,No,1.0,4.0
CUST005319,Kevin,Le,kevin.le581@gmail.com,(646)570-8450,Other,1958-11-14,2021-10-22,Ohio,Andreaport,Silver,In-Store,,Search Engine,67.0,55+,4.0,4579.13,Repeat Customer,-0.5906505394592949,No,2.0,3.0
CUST001335,Juan,Rios,juan.rios213@gmail.com,848.434.8358,F,2003-06-02,2026-05-08,North Carolina,Gomezhaven,gold,Mobile App,Y,Influencer,23.0,18-24,6.0,10598.35,High-Value Customer,0.7868972893184596,No,1.0,4.0
CUST005900,April,Mendez,april.mendez410@yahoo.com,622.946.0193x084,M,1945-01-28,2024-09-10,New Jersey,South Samuel,bronze,In-Store,Y,Email Campaign,81.0,55+,3.0,3645.8900000000003,Repeat Customer,-0.8042301620231074,No,1.0,4.0
CUST003271,Alexander,Sawyer,alexander.sawyer125@hotmail.com,001-606-240-5118x328,M,2001-12-06,2022-11-28,fl,South Brianmouth,Bronze,Mobile App,yes,Email Campaign,24.0,18-24,6.0,11264.92,High-Value Customer,0.9394472968324543,No,1.0,
CUST001013,Heather,Yates,heather.yates435@yahoo.com,001-852-695-1712x227,M,2005-12-14,2024-02-26,CALIFORNIA,Daleview,silver,Mobile App,,Search Engine,20.0,18-24,6.0,8622.09,High-Value Customer,0.33461399146585985,No,0.0,
CUST000498,Maria,Brown,maria.brown363@yahoo.com,001-765-401-9179x202,Other,1950-04-28,,PA,South Jessica,GOLD,Mobile App,Y,Email Campaign,76.0,55+,4.0,7158.3,Repeat Customer,-0.0003863468315589037,No,0.0,
CUST000479,Thomas,Patton,thomas.patton676@yahoo.com,001-423-812-6043,Other,1947-11-22,2024-12-03,Florida,East Victoria,gold,In-Store,Y,Walk-in,78.0,55+,5.0,6260.95,Repeat Customer,-0.2057522487513622,No,0.0,
CUST001775,  Rebecca ,Horton,rebecca.horton14@yahoo.com,+1-357-382-9052x49221,M,2002-03-23,2023-11-20,WI,Lucasville,SILVER,Mobile App,no,,24.0,18-24,2.0,7659.380000000001,Repeat Customer,0.11428991787449243,No,4.0,3.5
CUST000408,Brianna,Reese,brianna.reese562@hotmail.com,830-889-4870x605,M,1949-08-06,2026-02-08,Michigan,New Jessica,gold,Online,,,77.0,55+,3.0,4921.799999999999,Repeat Customer,-0.5122277015355652,No,1.0,5.0
CUST001262,Todd,Crosby,todd.crosby290@outlook.com,911.271.3219x4024,M,1982-02-03,2021-11-13,Tennessee,Brownmouth,bronze,Mobile App,N,Social Media,44.0,35-44,4.0,5961.0,Repeat Customer,-0.2743982645543877,No,1.0,
CUST004059,Clayton,Rowland,clayton.rowland27@gmail.com,211.594.2710,M,1973-01-29,2023-05-20,Missouri,East Courtneyville,gold,Online,N,Friend Referral,53.0,45-54,3.0,4406.539999999999,Repeat Customer,-0.6301491754567753,No,2.0,4.0
CUST000137,Jacob,Wilkinson,,,F,,2025-09-17,MD,South Derrickfurt,bronze,Mobile App,,,,Unknown,7.0,9131.99,High-Value Customer,0.4513087854580676,No,0.0,
CUST002860,Gregory,Wright,gregory.wright14@gmail.com,751-699-5508x977,F,1949-08-25,2022-05-31,Illinois,Elizabethbury,SILVER,Mobile App,Y,,77.0,55+,5.0,9942.02,Repeat Customer,0.6366907897285288,No,2.0,4.0
CUST002940,Jasmine,Tyler,,,M,,2025-05-19,OH,,bronze,Mobile App,,,,Unknown,8.0,9845.98,High-Value Customer,0.6147112486126006,No,0.0,
CUST004612,Juan,Myers,juan.myers671@hotmail.com,476.764.0072x032,F,1997-10-04,2024-03-18,NJ,Tammyville,bronze,Online,yes,Email Campaign,28.0,25-34,6.0,9868.28,High-Value Customer,0.6198147863769199,No,0.0,
CUST000706,William,Hendrix,william.hendrix152@outlook.com,+1-234-447-6504x7158,F,2003-12-22,2020-10-22,NEW JERSEY,Rebeccaton,Bronze,Online,,,22.0,18-24,6.0,11368.72,High-Value Customer,0.9632027775470867,No,1.0,5.0
CUST005523,Lisa,Hernandez,lisa.hernandez898@yahoo.com,+1-918-568-4256x3799,Other,1975-04-02,2025-06-16,mi,Ryanside,SILVER,In-Store,0,Influencer,51.0,45-54,4.0,5881.03,Repeat Customer,-0.2927000544652661,No,0.0,
CUST000571,Danny,Johnson,danny.johnson575@gmail.com,7443058093,M,1988-08-02,2025-09-06,INDIANA,Bobbybury,bronze,Mobile App,1,TV Ad,38.0,35-44,4.0,7613.25,Repeat Customer,0.10373268930641896,No,1.0,5.0
CUST005353,Steven,Howard,steven.howard708@hotmail.com,001-702-842-0119x702,F,1973-06-07,2022-04-22,ca,South Nicole,gold,Online,yes,,53.0,45-54,4.0,3883.1600000000003,Repeat Customer,-0.7499289779271451,No,1.0,3.0
CUST001985,Carol,Taylor,carol.taylor943@yahoo.com,329.687.3401,Other,1989-07-19,2025-08-13,Tennessee,New Desireestad,platinum,In-Store,N,Friend Referral,37.0,35-44,7.0,10184.619999999999,High-Value Customer,0.6922117880076216,No,2.0,
CUST002810,Jason,Nunez,jason.nunez723@yahoo.com,394.268.4583,F,1949-10-23,2021-08-03,Arizona,Loganchester,Silver,Online,,,76.0,55+,2.0,961.97,Repeat Customer,-1.4184672506513998,No,2.0,3.0
CUST001384,Jodi,Bishop,jodi.bishop104@gmail.com,+1-299-847-0617,Other,1968-10-24,2022-11-14,Maryland,Jordanshire,SILVER,Mobile App,,TV Ad,57.0,55+,3.0,9311.79,Repeat Customer,0.4924574890466126,No,0.0,
CUST005974,Amanda,Ramirez,amanda.ramirez548@gmail.com,710-899-2959,F,1942-02-24,2025-07-07,mi,Jessemouth,silver,Mobile App,,Walk-in,84.0,55+,5.0,7901.67,Repeat Customer,0.1697399701129155,No,0.0,
CUST002426,Jeffery,Aguilar,jeffery.aguilar608@yahoo.com,+1-276-505-5080x0509,M,1986-01-17,,California,Myersfurt,silver,Online,1,TV Ad,40.0,35-44,4.0,6026.44,Repeat Customer,-0.2594217842271666,No,0.0,
CUST004808,Christopher,Kirk,christopher.kirk443@outlook.com,279-653-4330x6666,M,1960-11-19,2023-10-21,Wisconsin,New Bradleyshire,BRONZE,In-Store,Y,TV Ad,65.0,55+,0.0,0.0,No Orders,-1.6386219691779427,No,2.0,4.0
CUST005466,David,King,david.king810@gmail.com,001-475-475-2515x6561,M,1965-02-20,2020-09-03,MASSACHUSETTS,Stephaniemouth,BRONZE,Mobile App,no,Walk-in,61.0,55+,5.0,5875.87,Repeat Customer,-0.29388096275512643,No,0.0,
CUST005016,Melinda,Palmer,melinda.palmer443@outlook.com,676-675-0634x470,F,1964-01-12,,MO,Jenkinshaven,silver,Mobile App,,Influencer,62.0,55+,0.0,0.0,No Orders,-1.6386219691779427,No,0.0,
CUST003280,Kenneth,Cobb,kenneth.cobb130@gmail.com,355.269.3149x35488,M,1962-04-04,2023-05-04,NY,Martinburgh,gold,Online,,Friend Referral,64.0,55+,7.0,11465.91,High-Value Customer,0.9854455055880805,No,0.0,
CUST002763,Mary,Pierce,mary.pierce499@gmail.com,(235)335-9682,Other,1977-06-21,2026-01-01,GA,North Justinton,Silver,Online,Y,Social Media,49.0,45-54,0.0,0.0,No Orders,-1.6386219691779427,No,0.0,
CUST001429,Ana,Davis,ana.davis600@yahoo.com,(378)344-6078x9075,M,1951-10-14,2021-09-25,FL,Jeffstad,Bronze,Online,1,TV Ad,74.0,55+,6.0,6879.22,High-Value Customer,-0.06425609209012988,No,0.0,
CUST004300,Thomas,Mercer,thomas.mercer499@hotmail.com,001-768-983-8491x6971,Other,1995-11-23,2023-06-29,MO,Lake Angelafort,Silver,Online,Y,,30.0,25-34,6.0,4165.46,High-Value Customer,-0.68532230927839,No,0.0,
CUST004505,Reginald,Vazquez,reginald.vazquez446@yahoo.com,,M,1964-02-18,2025-02-06,ca,Gonzalezville,PLATINUM,Online,,,62.0,55+,5.0,3983.31,Repeat Customer,-0.7270088296268518,No,0.0,
CUST002668,Heather,West,heather.west714@hotmail.com,001-299-939-1767,F,1947-06-07,2025-10-26,New York,Martinezland,SILVER,Online,0,,79.0,55+,4.0,5549.88,Repeat Customer,-0.3684864459744239,No,0.0,
CUST004353,Jason,Velasquez,jason.velasquez192@gmail.com,477-949-2050x318,Other,1984-05-28,2025-10-07,in,Yangport,BRONZE,Mobile App,,Influencer,42.0,35-44,4.0,3682.27,Repeat Customer,-0.7959043008632005,No,1.0,5.0
CUST001092,Michael,Ball,michael.ball325@outlook.com,335-486-1768x225,M,1996-07-28,2026-05-24,Washington,Travisberg,PLATINUM,Online,N,,30.0,25-34,2.0,2001.86,Repeat Customer,-1.1804799015151832,No,2.0,4.5
CUST003428,Christopher,Garcia,christopher.garcia815@hotmail.com,+1-279-278-9293,Other,1957-08-26,2026-04-23,GEORGIA,Masonland,GOLD,Online,Y,Influencer,69.0,55+,4.0,6109.469999999999,Repeat Customer,-0.2404196882374177,No,0.0,
CUST000591,Bobby,Campbell,bobby.campbell53@hotmail.com,866-224-1118,M,1942-05-16,2024-05-07,PA,North Joseph,bronze,In-Store,no,Influencer,84.0,55+,5.0,5985.29,Repeat Customer,-0.2688392989806071,No,1.0,2.0
CUST001747,Luis,Krueger,luis.krueger650@gmail.com,693.623.5393x305,M,1994-10-04,,NY,Lake Alexandrafurt,SILVER,In-Store,no,Friend Referral,31.0,25-34,5.0,9568.619999999999,Repeat Customer,0.5512351394506496,No,2.0,3.5
CUST000958,Rebecca,Wilson,,,F,,2025-07-28,MI,,silver,Online,,,,Unknown,0.0,0.0,No Orders,-1.6386219691779427,No,1.0,3.0
CUST005469,Timothy,Olson,timothy.olson825@hotmail.com,439-652-7450x36353,M,1985-05-09,2023-05-30,Georgia,Lake Martinfort,bronze,Online,Y,Influencer,41.0,35-44,2.0,2259.52,Repeat Customer,-1.121512298808707,No,0.0,
CUST003678,Jennifer,Walker,jennifer.walker37@hotmail.com,001-209-303-1346x443,M,1949-12-26,2024-08-22,North Carolina,South Lisa,silver,In-Store,1,,76.0,55+,6.0,7691.5,High-Value Customer,0.12164084312067716,No,0.0,
CUST004034,Michelle,Foster,michelle.foster431@gmail.com,410-322-0139,Other,1952-05-18,2022-07-27,Ohio,East Jose,gold,Mobile App,N,,74.0,55+,8.0,12811.62,High-Value Customer,1.2934222681361371,No,0.0,
CUST004065,  Edward ,Smith,edward.smith963@yahoo.com,342-259-4283x98112,F,1991-02-14,2021-11-27,MO,East Claireville,silver,In-Store,,Search Engine,35.0,35-44,4.0,6083.75,Repeat Customer,-0.24630592103106252,No,2.0,5.0
CUST000402,Kathryn,Pearson,kathryn.pearson502@outlook.com,925.282.3868,M,1949-06-19,,NEW JERSEY,Millerhaven,Gold,Online,yes,Social Media,77.0,55+,0.0,0.0,No Orders,-1.6386219691779427,No,0.0,
CUST002733,Jaclyn,King,jaclyn.king8@hotmail.com,001-931-705-5771x0302,M,1972-12-28,2025-04-03,IL,Grossport,Bronze,Online,,Search Engine,53.0,45-54,5.0,13515.76,Repeat Customer,1.454570478062933,No,0.0,
CUST001534,Joseph,Miller,joseph.miller622@hotmail.com,3383625676,F,1945-03-08,2024-08-08,Georgia,Richmondmouth,Bronze,Mobile App,no,Social Media,81.0,55+,6.0,11707.55,High-Value Customer,1.0407467999992925,No,0.0,
CUST001116,Kimberly,Green,kimberly.green654@gmail.com,(915)997-6405x35670,F,1964-12-14,2020-10-26,IL,South James,bronze,Online,N,Search Engine,61.0,55+,3.0,5167.47,Repeat Customer,-0.45600410859564405,No,2.0,3.0
CUST004425,Michael,Wagner,michael.wagner678@gmail.com,001-613-209-3732x97291,F,2010-05-08,2025-11-30,NORTH CAROLINA,Harrisonstad,Bronze,In-Store,yes,Friend Referral,,Unknown,4.0,3775.56,Repeat Customer,-0.7745541197854734,No,2.0,5.0
CUST004327,Mary,Cook,mary.cook429@gmail.com,935.223.3919x98627,M,1967-02-27,2021-06-27,AZ,East Paul,gold,Mobile App,N,Friend Referral,59.0,55+,5.0,6850.51,Repeat Customer,-0.0708266108889459,No,0.0,
CUST004575,Stephen,Chambers,stephen.chambers826@gmail.com,(244)701-1432,M,1984-04-18,2023-06-13,TX,Snydertown,BRONZE,Online,no,Influencer,42.0,35-44,3.0,5196.75,Repeat Customer,-0.44930314062527377,No,0.0,
CUST005433,Christine,Arellano,christine.arellano895@gmail.com,(488)661-4980,Other,1955-09-16,2023-02-08,NY,New Melissa,GOLD,Online,no,Email Campaign,70.0,55+,6.0,7547.379999999999,High-Value Customer,0.08865779995504257,No,0.0,
CUST000255,Alicia,Miles,alicia.miles197@outlook.com,+1-271-370-5865x0948,F,1958-08-04,2022-10-21,Indiana,North Sarahborough,GOLD,Mobile App,yes,Search Engine,68.0,55+,8.0,13218.45,High-Value Customer,1.3865286478965801,No,1.0,4.0
CUST002340,Joseph,Little,joseph.little572@hotmail.com,390.233.6759x479,M,1988-02-19,2024-12-24,North Carolina,Shawnstad,BRONZE,Online,,Friend Referral,38.0,35-44,3.0,6389.53,Repeat Customer,-0.17632566194705143,No,1.0,4.0
CUST002190,Robert,Parsons,robert.parsons133@yahoo.com,+1-699-279-7031x08083,F,1988-02-09,,WI,Lake Justin,Bronze,In-Store,N,Friend Referral,38.0,35-44,7.0,13963.759999999998,High-Value Customer,1.5570989497407302,No,0.0,
CUST002979,Sandra,Vargas,sandra.vargas656@hotmail.com,201.796.5497,M,1981-12-15,2021-06-04,VA,West Barbara,SILVER,Mobile App,Y,Influencer,44.0,35-44,5.0,4551.22,Repeat Customer,-0.5970379717015434,No,1.0,4.0
CUST005953,Beverly,Johnson,beverly.johnson640@gmail.com,+1-603-371-3907x683,M,1993-11-16,2024-12-08,Ohio,Danachester,Bronze,In-Store,yes,Walk-in,32.0,25-34,3.0,3347.04,Repeat Customer,-0.8726244338108526,No,1.0,
CUST001922,Eric,Yang,eric.yang457@gmail.com,325-682-8488,Other,1994-12-03,,FLORIDA,South Steven,BRONZE,In-Store,Y,,31.0,25-34,0.0,0.0,No Orders,-1.6386219691779427,No,0.0,
CUST002916,Thomas,Hoffman,thomas.hoffman542@outlook.com,959-605-4248,M,1999-10-24,2020-12-12,OH,Williamshire,Bronze,In-Store,N,Influencer,26.0,25-34,4.0,8740.060000000001,Repeat Customer,0.3616123928136945,No,3.0,4.0
CUST004274,Stephanie,Miles,stephanie.miles501@outlook.com,001-821-353-2823x3201,F,1977-01-01,2021-08-12,wi,East Mary,SILVER,Online,1,,49.0,45-54,8.0,17230.97,High-Value Customer,2.3048267353443417,No,2.0,5.0
CUST005295,Brianna,Hanson,brianna.hanson585@hotmail.com,001-644-839-1593x67535,Other,1954-11-17,2024-02-17,Wisconsin,Mccallbury,Silver,Online,N,,71.0,55+,4.0,3197.3,Repeat Customer,-0.9068936600363737,No,2.0,3.5
CUST005560,Troy,Bates,troy.bates354@yahoo.com,001-401-616-4581x79782,F,1941-08-20,2026-05-16,NY,Billport,Gold,Online,Y,Walk-in,85.0,55+,4.0,5186.42,Repeat Customer,-0.45166724578695155,No,1.0,5.0
CUST004294,Kyle,Williams,kyle.williams763@yahoo.com,+1-617-516-4207,F,1999-02-09,2023-03-30,OHIO,South Robert,bronze,In-Store,Y,Walk-in,27.0,25-34,8.0,11663.6,High-Value Customer,1.0306884822978661,No,1.0,3.0
CUST004566,Cindy,Johnston,cindy.johnston520@yahoo.com,+1-944-954-0649,F,1978-01-09,2026-04-12,NJ,Haysberg,GOLD,In-Store,,Search Engine,48.0,45-54,3.0,2515.8900000000003,Repeat Customer,-1.0628399231746954,No,0.0,
CUST000267,Andrew,Dillon,andrew.dillon569@hotmail.com,679-781-2387x80038,M,1986-02-18,2022-01-07,AZ,Romeroville,Bronze,In-Store,0,Search Engine,40.0,35-44,3.0,4179.89,Repeat Customer,-0.6820198855143037,No,0.0,
CUST002421,Lauren,Baker,lauren.baker412@yahoo.com,+1-227-738-6966x4811,M,1954-02-04,2024-10-16,GEORGIA,East Richardview,BRONZE,Mobile App,1,TV Ad,72.0,55+,6.0,7035.85,High-Value Customer,-0.028410032896171226,No,0.0,
CUST003242,Marcus,Solis,marcus.solis128@gmail.com,528.803.2538,Other,1967-03-18,2020-12-09,md,North Debbietown,gold,Mobile App,Y,TV Ad,59.0,55+,3.0,2959.2,Repeat Customer,-0.9613847964347748,No,1.0,5.0
CUST004399,Melissa,Martin,melissa.martin701@yahoo.com,971.881.9624,F,1975-06-07,,New Jersey,West Nathanton,Gold,Online,N,Social Media,51.0,45-54,7.0,14426.77,High-Value Customer,1.663062582936126,No,1.0,4.0
CUST004531,Christopher,Guerrero,christopher.guerrero780@yahoo.com,9756047570,M,1977-07-09,2025-02-25,North Carolina,Waltersbury,BRONZE,Online,1,,49.0,45-54,8.0,7504.91,High-Value Customer,0.07893819238326577,No,0.0,
CUST002843,Robert,Thomas,robert.thomas874@outlook.com,308-796-2870x132,M,1989-05-22,2024-09-17,Indiana,Maynardburgh,gold,Online,1,,37.0,35-44,3.0,3742.48,Repeat Customer,-0.7821247488995393,No,0.0,
CUST001425,Patrick,Tran,patrick.tran972@hotmail.com,280-340-3348,F,1980-06-01,2023-09-13,TEXAS,Ryanton,bronze,Mobile App,yes,,46.0,45-54,3.0,6109.139999999999,Repeat Customer,-0.24049521144200176,No,1.0,
CUST005011,Justin,Morales,justin.morales788@outlook.com,630-840-0512,F,1959-08-30,2023-10-19,NJ,East Maria,silver,In-Store,yes,Friend Referral,67.0,55+,2.0,5885.48,Repeat Customer,-0.29168163549435944,No,2.0,2.5
CUST005160,John,Weaver,john.weaver601@hotmail.com,+1-837-932-8201x550,M,1995-08-11,2024-07-22,New Jersey,Normantown,silver,Online,N,TV Ad,31.0,25-34,5.0,11905.61,Repeat Customer,1.0860744542414906,No,1.0,3.0
CUST004115,Brooke,Gray,brooke.gray215@hotmail.com,298-828-5904,M,1972-08-30,2023-10-23,nj,New Randy,silver,Online,Y,Friend Referral,54.0,45-54,5.0,7137.780000000001,Repeat Customer,-0.005082517007515069,No,1.0,4.0
CUST003931,Daniel,Poole,daniel.poole815@outlook.com,(340)665-0023x564,F,1972-09-17,2021-01-04,California,Fritzfurt,Bronze,Mobile App,Y,Social Media,53.0,45-54,2.0,3805.33,Repeat Customer,-0.7677410112992055,No,2.0,5.0
CUST002424,Lacey,Cruz,lacey.cruz411@yahoo.com,(895)812-6608,M,1998-09-05,2022-12-05,Virginia,North Christopher,PLATINUM,Online,no,TV Ad,28.0,25-34,2.0,1152.2,Repeat Customer,-1.3749315560816064,No,0.0,
CUST003672,Jacqueline,Cobb,jacqueline.cobb24@outlook.com,967.536.5401,Other,1986-01-14,2024-03-21,oh,East Dillon,silver,Online,Y,Walk-in,40.0,35-44,0.0,0.0,No Orders,-1.6386219691779427,No,0.0,
CUST000684,Cody,Smith,cody.smith809@yahoo.com,001-595-712-3972,M,2009-08-19,2020-09-29,MI,Paultown,silver,Mobile App,N,Search Engine,,Unknown,8.0,7421.88,High-Value Customer,0.05993609639351684,No,0.0,
CUST000118,Kenneth,Gonzalez,kenneth.gonzalez854@hotmail.com,+1-254-277-7252x28728,M,1956-10-10,2023-12-28,AZ,South Andrea,SILVER,Online,Y,TV Ad,69.0,55+,4.0,11646.51,Repeat Customer,1.0267772957331929,No,1.0,
CUST000319,Brian,Graham,brian.graham627@gmail.com,335.943.5209x042,F,1955-10-22,2024-03-21,Arizona,South Nathaniel,bronze,Online,Y,Search Engine,70.0,55+,6.0,14531.97,High-Value Customer,1.6871384651247516,No,2.0,4.0
CUST002168,Samuel,Moreno,samuel.moreno705@hotmail.com,001-219-422-8349x143,F,1970-08-17,2023-06-27,GA,South Ronaldberg,gold,Mobile App,Y,Search Engine,56.0,55+,3.0,1656.06,Repeat Customer,-1.2596190655914832,No,1.0,3.0
CUST000908,Christopher,Nelson,christopher.nelson619@yahoo.com,(566)848-6989,F,1976-11-11,2026-06-19,North Carolina,Port Mark,platinum,Online,,Influencer,49.0,45-54,0.0,0.0,No Orders,-1.6386219691779427,No,1.0,5.0
CUST004419,Ashley,Thompson,ashley.thompson193@yahoo.com,001-878-888-5882x81889,M,2008-06-12,2022-07-03,FLORIDA,New Crystal,Bronze,Online,yes,TV Ad,18.0,18-24,5.0,12830.46,Repeat Customer,1.2977339565433013,No,0.0,
