customer_id,first_name,last_name,email,phone,gender,date_of_birth,signup_date,state,city,membership_tier,preferred_channel,marketing_opt_in,referral_source
CUST000362,Michelle,Morrow,michelle.morrow998@yahoo.com,001-961-224-8156x985,F,2006-07-05,2023-06-01,Florida,Housemouth,bronze,In-Store,,Influencer
CUST000521,Sara,Martinez,sara.martinez92@hotmail.com,(836)717-0617x136,M,1950-08-09,2022-03-14,Missouri,North Chris,BRONZE,Mobile App,1,Friend Referral
CUST004952,Jeffrey,Aguilar,jeffrey.aguilar309@hotmail.com,583-206-5633x53685,F,2001-12-23,02/26/2023,Virginia,North William,Bronze,Online,,Search Engine
CUST005744,Debra,Klein,debra.klein3@yahoo.com,661-392-0365,F,1983-09-23,2021-06-09,TN,Jamesside,Platinum,Mobile App,,Social Media
CUST001589,Amy,Lopez,amy.lopez85@yahoo.com,001-745-698-5866x356,M,2003-12-17,2023-10-25,NC,South Robertmouth,silver,Mobile App,N,
CUST004196,Laura,Collins,laura.collins452@yahoo.com,989-546-5854,Other,1962-01-18,2021-02-23,New Jersey,Melissafurt,silver,Online,no,Influencer
CUST004979,Douglas,Cook,douglas.cook382@hotmail.com,+1-505-310-5119,F,1941-03-14,2023-07-07,MO,Andreville,Silver,Online,no,TV Ad
CUST000911,Craig,Riley,craig.riley740@hotmail.com,4992424894,Other,1963-08-12,2024-02-29,MO,Washingtonton,Bronze,Mobile App,0,Email Campaign
CUST005062,Marcus,Mccann,marcus.mccann248@gmail.com,001-690-613-3436x94645,Other,1992-09-25,2021-11-23,TN,Lake Rita,SILVER,Online,no,Influencer
CUST001868,Angela,Johnson,angela.johnson267@outlook.com,+1-278-234-7679,F,1997-01-16,2024-08-12,TN,Jameston,SILVER,Mobile App,no,Friend Referral
CUST000697,Kathleen,Johnson,kathleen.johnson463@outlook.com,796-573-7945x7727,Other,1978-11-12,2020-10-15,mo,Pinedafurt,gold,Mobile App,N,Email Campaign
CUST001558,Tanya,Sanchez,tanya.sanchez550@gmail.com,4932555570,M,1974-06-03,2021-02-09,Washington,Sparksmouth,gold,In-Store,1,Influencer
CUST004555,Jasmine,Floyd,jasmine.floyd88@yahoo.com,+1-794-345-3221x7841,F,1982-02-26,2022-12-31,IL,Lake Lauren,Bronze,In-Store,N,Email Campaign
CUST003652,Vanessa,Stewart,vanessa.stewart889@hotmail.com,871-607-1780x65502,Other,1993-07-16,2023-01-10,MO,Port Travisport,Gold,In-Store,,TV Ad
CUST001681,Erik,Benitez,erik.benitez879@outlook.com,+1-328-487-4587,M,1971-07-28,2023-06-05,NJ,Hermanton,silver,In-Store,N,Walk-in
CUST002225,Destiny,Peterson,destiny.peterson647@yahoo.com,(873)729-7741x050,M,1967-03-03,2022-06-11,Texas,Robertfurt,bronze,Online,N,Social Media
CUST000703,Keith,Garcia,keith.garcia789@gmail.com,+1-396-428-8743,M,1980-01-03,2025-12-01,VIRGINIA,East Robert,BRONZE,In-Store,no,Friend Referral
CUST003440,Nicholas,Fleming,nicholas.fleming584@outlook.com,586-883-2007,F,1962-08-13,2024-01-22,Maryland,Port Joy,Platinum,In-Store,0,TV Ad
CUST003093,Amy,Thompson,amy.thompson160@gmail.com,919.534.2114x74675,F,2004-03-27,2021-10-11,WASHINGTON,West Anna,SILVER,Mobile App,N,Walk-in
CUST003417,Christopher,Baker,christopher.baker710@outlook.com,701-207-4520,Other,1954-08-05,2025-03-08,in,Bellberg,Bronze,Online,0,Friend Referral
CUST003255,Tyler,Knight,tyler.knight398@outlook.com,336-344-7729,F,1991-07-25,2024-03-10,Georgia,New Kaitlynview,BRONZE,In-Store,no,Influencer
CUST002016,Larry,Brandt,larry.brandt320@outlook.com,885.598.8192x06965,F,1976-12-09,2022-10-27,IN,Maryfort,Silver,Mobile App,Y,
CUST005384,Brian,Jones,brian.jones385@hotmail.com,563.482.5307x7601,M,1995-05-12,2025-07-13,TX,New Shawn,Bronze,Mobile App,1,Social Media
CUST003901,Deanna,Shelton,deanna.shelton545@yahoo.com,2694844338,M,1992-06-01,05/29/2026,California,Port Jennifer,bronze,In-Store,yes,Friend Referral
CUST001812,William,Steele,william.steele238@gmail.com,780.650.7507x81973,M,2007-02-08,2024-12-17,Ohio,Nancyburgh,PLATINUM,Online,0,Friend Referral
CUST001579,Joshua,Salazar,joshua.salazar902@gmail.com,505-474-4509x9986,M,1976-10-04,2021-11-26,ny,Wesleyburgh,platinum,In-Store,,
CUST001746,  Martin ,Hernandez,,,F,,2021-06-25,AZ,,Bronze,In-Store,,
CUST004957,Patrick,Petty,patrick.petty337@hotmail.com,238-212-8582x9438,M,1950-10-17,2025-11-04,WISCONSIN,Lake Matthewstad,BRONZE,Online,1,Walk-in
CUST004876,Sarah,Greene,sarah.greene123@yahoo.com,289-371-9551x4623,F,1965-01-08,2024-07-26,MASSACHUSETTS,Millerville,BRONZE,Online,no,TV Ad
CUST000934,Kevin,Miller,kevin.miller525@gmail.com,955.685.1777x412,M,2000-07-05,2025-02-06,Pennsylvania,Sarahland,GOLD,In-Store,,Email Campaign
CUST003727,Rebekah,Medina,rebekah.medina286@gmail.com,(337)667-0392x749,F,2005-04-30,12/05/2022,Illinois,Carloschester,platinum,In-Store,yes,Social Media
CUST001986,Christine,Morrison,christine.morrison571@yahoo.com,877.904.9909,Other,1999-03-07,2022-06-12,TX,Josephfort,Bronze,Online,Y,Search Engine
CUST001999,Lucas,Parker,lucas.parker440@yahoo.com,767-282-0369x0615,F,1970-02-22,2025-10-30,va,West Robert,Bronze,Online,no,Walk-in
CUST003028,  Kristen ,Schaefer,kristen.schaefer101@yahoo.com,+1-942-336-8378x0371,Other,1988-10-29,2022-12-26,PA,Lake Nathanmouth,bronze,Online,,
CUST005525,Michaela,Escobar,michaela.escobar588@yahoo.com,599.480.6821,F,1976-12-04,2025-06-29,FL,Hendersonshire,SILVER,Mobile App,no,Social Media
CUST001117,Vincent,Morgan,vincent.morgan96@gmail.com,984.522.7362,F,1958-07-03,03/19/2023,nc,New Janettown,SILVER,Online,N,Walk-in
CUST004412,Max,Rivers,max.rivers116@outlook.com,001-822-647-1411x673,F,1966-04-27,2026-06-18,Massachusetts,Richardland,PLATINUM,Mobile App,yes,Search Engine
CUST000654,Omar,Griffin,omar.griffin713@yahoo.com,928-798-1231,Other,1968-08-13,2021-11-14,pa,Lawrenceville,BRONZE,Mobile App,N,
CUST003038,Matthew,Tucker,matthew.tucker852@yahoo.com,258.347.7023x92831,F,1950-05-20,2024-02-26,PA,Christopherfort,BRONZE,Mobile App,0,Influencer
CUST005163,Edward,Smith,edward.smith71@outlook.com,(589)454-2852x315,Other,2010-02-05,07/25/2025,Virginia,Lake Zacharyview,Bronze,Online,Y,
CUST001326,Richard,Tucker,richard.tucker889@hotmail.com,+1-988-836-3688x50162,M,1974-03-14,2025-09-19,Michigan,Mendozaberg,Silver,Mobile App,0,Influencer
CUST002932,Roger,Hodge,roger.hodge810@outlook.com,001-318-663-2133x752,M,1968-05-03,2024-03-05,IN,Millerhaven,GOLD,In-Store,1,
CUST003241,Aaron,Lee,aaron.lee419@gmail.com,(899)759-2419x716,Other,1996-01-19,2021-07-08,GA,West Matthewshire,Bronze,Online,1,
CUST000056,Diana,Bass,diana.bass328@gmail.com,277.835.1585,F,1983-10-09,2026-02-20,Georgia,Antoniostad,Bronze,In-Store,yes,Friend Referral
CUST005331,Erik,Jones,erik.jones65@gmail.com,284.643.6652,Other,1957-02-26,2026-04-15,MO,Andersonmouth,silver,Mobile App,Y,Search Engine
CUST005930,Nichole,Cook,nichole.cook488@hotmail.com,(566)373-9419x770,F,1998-01-08,2026-02-15,New York,Port Jenniferview,Gold,In-Store,yes,TV Ad
CUST005502,Donald,Brown,donald.brown960@outlook.com,228-855-0294,Other,1986-06-01,2022-09-21,VIRGINIA,South Annchester,Bronze,In-Store,Y,TV Ad
CUST005492,Jonathan,Collins,jonathan.collins2@gmail.com,316-625-4712x99328,F,2003-04-09,2021-11-11,Pennsylvania,Linfort,platinum,Mobile App,0,
CUST005885,Joshua,Hampton,,,F,,2023-08-28,NJ,,Bronze,Mobile App,,
CUST001036,  Christine ,Doyle,christine.doyle90@gmail.com,7278500030,F,1959-01-04,2025-08-24,OH,New Michaelbury,bronze,In-Store,N,Social Media
CUST001920,Douglas,Wright,douglas.wright153@yahoo.com,515-614-4876x2164,M,1970-12-05,2025-05-01,WASHINGTON,Smithmouth,Silver,In-Store,no,
CUST000528,Veronica,Fisher,veronica.fisher449@gmail.com,001-804-209-0742,F,1949-05-12,2021-09-01,North Carolina,Brittanybury,Bronze,Online,Y,
CUST000752,Joseph,Coleman,joseph.coleman705@gmail.com,535-588-5379x8214,F,1986-10-24,2025-02-22,Maryland,Port Kayla,Gold,Online,0,Friend Referral
CUST002256,Seth,Potter,seth.potter624@hotmail.com,388.811.8592x06304,Other,1962-04-07,2024-10-07,Missouri,South Melissa,GOLD,In-Store,Y,TV Ad
CUST005017,Kenneth,Simpson,kenneth.simpson350@hotmail.com,4614920841,F,1944-04-28,2023-01-14,MA,Kennethville,BRONZE,Online,yes,
CUST000287,Gloria,Wheeler,gloria.wheeler117@outlook.com,7949353344,M,1946-10-09,2023-05-23,Wisconsin,North Abigailport,BRONZE,In-Store,Y,Influencer
CUST001312,David,Wolf,david.wolf317@yahoo.com,209.400.7121,F,1961-02-24,2022-07-13,TEXAS,Delgadofurt,GOLD,Mobile App,yes,Friend Referral
CUST003480,Margaret,Long,margaret.long724@outlook.com,817-766-1247,M,2001-03-17,2023-11-26,PA,Juliastad,silver,Online,yes,Search Engine
CUST005155,Brandy,Brady,brandy.brady349@gmail.com,+1-674-569-2376x017,M,1978-11-28,2022-04-30,WA,Lake Julianview,Gold,Online,1,Friend Referral
CUST000368,Angela,Williams,angela.williams775@yahoo.com,2484964652,F,2005-11-06,2023-06-01,MO,Wendyton,SILVER,In-Store,,
CUST005302,Timothy,Reyes,timothy.reyes811@outlook.com,545-628-7914x881,F,1948-10-21,2024-01-20,OH,West Kimberly,bronze,Online,no,Friend Referral
CUST000478,Brett,Gallegos,brett.gallegos847@yahoo.com,816.539.2823x4143,Other,1970-10-02,2024-02-24,IN,South Timothyport,Silver,In-Store,no,Social Media
CUST006001,Randall,Rhodes,RANDALL.RHODES334@YAHOO.COM,001-647-779-5003,M,1946-12-18,2024-02-26,GA,New Dakota,gold,Mobile App,Y,Social Media
CUST003634,Beth,Simpson,beth.simpson158@outlook.com,9747268901,F,1954-02-10,2023-11-29,Arizona,New Johnny,Bronze,Mobile App,yes,Email Campaign
CUST005608,Danielle,Sanders,danielle.sanders653@gmail.com,841.404.3392x608,M,2006-10-07,2021-03-06,Tennessee,Lake Christopher,platinum,Mobile App,Y,
CUST001287,Aaron,Bauer,aaron.bauer808@outlook.com,667-978-1456,Other,1964-10-06,2025-05-08,MA,East Julia,silver,Online,yes,TV Ad
CUST005539,Adam,Clark,adam.clark675@yahoo.com,806-449-5441,F,1946-04-27,2023-02-27,MI,Weaverchester,Gold,Mobile App,no,Search Engine
CUST004213,Nichole,Smith,nichole.smith763@outlook.com,+1-317-206-6935x489,F,1951-12-10,2022-12-21,Virginia,Lake Tiffanyland,BRONZE,Mobile App,0,Friend Referral
CUST004171,Christina,Shaw,christina.shaw354@yahoo.com,202.661.2592x7976,M,1964-03-13,2022-12-21,Tennessee,Taylorberg,Silver,In-Store,N,Friend Referral
CUST000617,Kevin,Davis,kevin.davis554@hotmail.com,+1-870-246-2268x17151,F,1967-07-24,2021-09-20,wi,West Larry,Bronze,Online,no,
CUST004456,Victor,Johnson,victor.johnson334@outlook.com,358.822.7935x62559,F,1991-07-26,2025-07-28,Florida,New Alexandramouth,GOLD,Mobile App,Y,TV Ad
CUST005691,Janice,Fisher,janice.fisher141@hotmail.com,8783324835,M,1950-04-16,2023-03-09,Florida,Harrisonburgh,SILVER,Mobile App,Y,TV Ad
CUST003425,Samantha,Patterson,samantha.patterson544@outlook.com,850-474-8144x43944,F,1940-09-21,06/15/2025,New Jersey,Johnmouth,SILVER,Online,N,Social Media
CUST002904,John,Carr,john.carr182@gmail.com,539-719-1938x28918,F,1899-01-01,2022-02-27,Texas,Martinfort,bronze,In-Store,yes,Email Campaign
CUST001858,Patricia,Burnett,patricia.burnett44@yahoo.com,571.791.2759,M,1973-10-18,2021-12-04,ca,Port Davidton,GOLD,Online,N,Email Campaign
CUST004950,Denise,Williams,denise.williams212@gmail.com,+1-971-513-5694x7126,Other,2004-04-08,2021-06-24,OH,Benderberg,bronze,Online,1,Social Media
CUST004210,Nathan,Sutton,nathan.sutton516@yahoo.com,868.626.3740x685,M,1999-06-07,2021-05-29,North Carolina,South Emily,Bronze,Online,N,Walk-in
CUST003610,Amber,Burns,amber.burns208@outlook.com,001-811-853-0912x7073,M,1972-04-20,2021-02-18,IL,Sandraview,BRONZE,In-Store,,Friend Referral
CUST002703,Gary,Perez,gary.perez211@yahoo.com,+1-616-322-6648,F,1960-05-20,2025-03-06,VA,East Patricia,SILVER,Online,Y,Influencer
CUST004471,Cindy,Moon,cindy.moon925@gmail.com,+1-730-338-6065,F,1992-12-19,2024-05-18,California,Victoriaview,SILVER,In-Store,,Friend Referral
CUST005960,Jonathan,Floyd,jonathan.floyd472@hotmail.com,(352)503-1934,F,1993-11-16,09/20/2024,New Jersey,Terrimouth,Bronze,Mobile App,N,Email Campaign
CUST000072,Marc,Alvarez,marc.alvarez902@outlook.com,001-718-720-3778x892,F,1951-03-28,2021-01-12,North Carolina,Port Rachelmouth,silver,Online,N,Search Engine
CUST000771,Sarah,Gray,sarah.gray991@gmail.com,296-446-3004,F,1986-12-01,2023-03-27,Michigan,Douglasborough,gold,Mobile App,Y,Email Campaign
CUST005364,Michael,Wong,michael.wong711@hotmail.com,(540)697-1628,Other,1972-01-07,2025-07-09,California,Romeroborough,Silver,In-Store,no,Influencer
CUST001654,Jennifer,Barnes,jennifer.barnes977@yahoo.com,001-838-878-0528x905,F,2007-12-21,2025-07-15,Texas,Robinborough,bronze,Online,N,
CUST002958,Mary,Cox,mary.cox317@hotmail.com,750.622.5931x2272,Other,1952-11-23,2023-04-23,Maryland,Martinmouth,bronze,Online,,Search Engine
CUST002202,Henry,Klein,henry.klein206@yahoo.com,3732216656,M,1964-06-19,2024-08-07,IN,Parksborough,Silver,Mobile App,N,Email Campaign
CUST004156,Trevor,Washington,trevor.washington53@outlook.com,+1-604-684-4376x28255,F,1959-12-31,2022-01-31,PA,Taylorburgh,SILVER,Mobile App,Y,Friend Referral
CUST001937,Gregory,Jones,gregory.jones396@yahoo.com,503-737-9029x40375,M,1957-11-30,2023-01-31,Missouri,Bonnieview,BRONZE,Mobile App,N,
CUST005034,Tara,Johnson,tara.johnson354@hotmail.com,(589)690-0988x65673,F,1958-05-22,2021-07-01,Massachusetts,New Andrewview,bronze,In-Store,yes,TV Ad
CUST002584,Kenneth,Stewart,kenneth.stewart678@yahoo.com,578-842-1391,F,1941-11-17,2023-12-08,WI,North John,BRONZE,Online,yes,
CUST006034,Marcus,Armstrong,MARCUS.ARMSTRONG471@OUTLOOK.COM,794.987.1485x524,Other,1974-07-18,2022-09-04,New Jersey,Hayesborough,Silver,Mobile App,,Social Media
CUST004821,Anthony,Maldonado,anthony.maldonado807@yahoo.com,4404081982,M,1957-12-19,2021-03-18,North Carolina,New Jasmine,bronze,Online,Y,Search Engine
CUST001222,Vanessa,Johns,vanessa.johns646@yahoo.com,681.759.1579x089,F,1978-10-19,2024-04-22,Tennessee,Port Shaunborough,bronze,Online,Y,Email Campaign
CUST001749,Robert,Rice,robert.rice828@gmail.com,2207411548,F,1964-01-29,2026-01-29,PA,Jocelynshire,Bronze,Mobile App,no,Search Engine
CUST000595,Katrina,King,katrina.king358@gmail.com,001-996-704-3878,M,1962-06-23,2022-08-22,Illinois,North Marc,Bronze,Online,1,TV Ad
CUST004608,Francisco,Cook,francisco.cook489@hotmail.com,269.470.4220x2445,F,1964-12-30,2026-04-09,NC,Kathleenside,Gold,Mobile App,1,Social Media
CUST000290,Stanley,Cohen,stanley.cohen502@outlook.com,+1-345-762-5577x017,Other,1990-05-23,2023-05-20,PA,East Douglas,BRONZE,Mobile App,no,Social Media
CUST005653,Julie,Stevens,julie.stevens303@gmail.com,+1-235-292-7916x00533,F,1971-06-12,2022-06-12,New Jersey,East John,SILVER,Online,Y,Search Engine
CUST003774,Jesus,Townsend,jesus.townsend865@gmail.com,(570)264-5478,Other,1954-01-20,2021-05-10,NY,North Christopher,Gold,Online,,
CUST000172,Danielle,Rowland,danielle.rowland831@yahoo.com,286-625-6527,M,1973-10-28,2021-05-06,TN,Ruizview,BRONZE,Online,Y,Influencer
CUST002774,Peter,Ellis,peter.ellis663@outlook.com,5707180589,M,1964-02-20,2025-03-04,IN,North Lynnberg,BRONZE,Mobile App,N,Search Engine
CUST000903,William,Hernandez,william.hernandez387@yahoo.com,(259)536-4882,M,1971-10-02,2021-07-25,MI,Curtisberg,PLATINUM,Online,1,Search Engine
CUST002429,Joel,Monroe,joel.monroe497@hotmail.com,955.700.4375x315,F,1947-03-26,2023-04-01,in,North Katiechester,SILVER,Mobile App,no,Friend Referral
CUST003081,Teresa,Olsen,teresa.olsen342@outlook.com,(838)340-9912,F,1961-08-02,2021-12-11,Florida,East Karen,Silver,Online,1,
CUST004498,Jennifer,Ferguson,jennifer.ferguson412@outlook.com,6052431670,M,1963-03-17,2025-07-01,NY,Lake Christine,BRONZE,Online,,
CUST005449,Scott,Smith,scott.smith907@hotmail.com,,M,1943-03-05,2024-03-29,MA,Kayleebury,bronze,In-Store,,
CUST001445,Jason,Morse,jason.morse931@outlook.com,+1-381-693-7684,F,1953-10-21,2026-04-19,OH,Drewborough,gold,In-Store,Y,Walk-in
CUST000633,Michael,Moran,michael.moran569@hotmail.com,(549)912-5652,M,1976-06-26,2024-06-15,Tennessee,Cobbville,GOLD,Mobile App,yes,Friend Referral
CUST000142,Mark,Smith,mark.smith471@gmail.com,,M,1994-11-12,2024-12-08,TX,Reidstad,gold,In-Store,,
CUST003786,Jamie,Grant,jamie.grant583@hotmail.com,7056835348,M,1940-11-05,2022-09-24,FL,North Michael,platinum,Mobile App,N,Email Campaign
CUST001236,Nicholas,Stevens,nicholas.stevens171@gmail.com,4254634202,F,1982-08-29,2022-11-14,Arizona,Gutierrezland,bronze,Mobile App,yes,
CUST000239,Raymond,Vaughn,raymond.vaughn939@outlook.com,754.555.8845x061,Other,1944-11-16,2025-05-30,Michigan,Combsville,silver,Mobile App,0,
CUST002966,Wendy,Wagner,wendy.wagner976@yahoo.com,366-980-9651,Other,1963-01-29,2025-11-03,MO,Gamblehaven,BRONZE,In-Store,0,Search Engine
CUST000666,Taylor,Taylor,taylor.taylor217@hotmail.com,499.510.6227,F,2006-05-06,2020-09-03,TX,Jeanetteport,platinum,Online,Y,Email Campaign
CUST001800,Brandy,West,brandy.west445@outlook.com,(770)720-7153x78420,F,1987-11-16,2022-07-07,MO,South Jeremymouth,bronze,Mobile App,yes,Walk-in
CUST002651,Mark,Turner,mark.turner60@outlook.com,+1-321-487-3982,M,1992-10-25,2023-03-01,WA,Kevinview,Gold,Mobile App,no,
CUST000931,Bobby,Gilbert,bobby.gilbert734@gmail.com,848.426.8999,F,1966-05-21,2023-12-11,IN,South Robert,BRONZE,In-Store,no,Social Media
CUST002372,Maurice,Fuentes,maurice.fuentes228@yahoo.com,469-600-1581x236,F,1989-07-01,2022-11-06,WI,Porterside,BRONZE,Online,,Search Engine
CUST001644,Amanda,Richardson,amanda.richardson383@gmail.com,+1-704-373-7198,M,1985-02-05,2026-04-23,Washington,West Debbie,Bronze,Mobile App,Y,Email Campaign
CUST001902,Danny,Johnson,danny.johnson380@hotmail.com,391-621-8790x6506,M,1997-04-21,2024-02-19,MI,Allenmouth,SILVER,Mobile App,0,Influencer
CUST001803,Stephanie,Duke,stephanie.duke792@outlook.com,(862)944-7049,M,1979-04-24,2023-01-20,GA,New Robertview,GOLD,Online,Y,Social Media
CUST002567,Christopher,English,christopher.english191@yahoo.com,9506459619,M,1970-04-21,11/23/2021,Michigan,New Amyville,Bronze,Mobile App,yes,
CUST001925,Sheila,Goodman,sheila.goodman719@hotmail.com,2289004177,F,1983-10-19,01/21/2025,Georgia,Henrymouth,Gold,Online,N,
CUST004939,Denise,Mason,denise.mason666@outlook.com,001-204-411-8556x5761,M,1990-07-19,2021-08-28,OH,Whitestad,silver,In-Store,N,Walk-in
CUST000036,Marissa,Phillips,marissa.phillips850@outlook.com,9849271094,F,1965-12-08,2022-06-07,NY,West Brandon,BRONZE,Online,Y,Influencer
CUST004660,Melissa,Reed,melissa.reed674@hotmail.com,866-852-2897x5339,M,1965-01-09,2024-03-17,MA,Lake Jamiemouth,Platinum,In-Store,yes,Influencer
CUST000768,Rachel,Mckee,rachel.mckee792@outlook.com,826.803.2145x057,F,1958-05-19,2022-12-30,GA,Watsonborough,bronze,Mobile App,yes,Email Campaign
CUST003422,Isaac,Hall,isaac.hall232@outlook.com,001-791-378-3563x64058,Other,1954-03-07,2024-12-07,TN,Thomastown,Bronze,Online,Y,Walk-in
CUST002390,Paul,Schultz,,,Other,,2025-06-16,TN,West Justin,gold,In-Store,,
CUST002333,Richard,Shannon,richard.shannon888@hotmail.com,,Other,2004-06-16,2025-11-01,California,Jaredtown,Bronze,In-Store,,
CUST000850,  Anthony ,Perez,anthony.perez982@hotmail.com,+1-566-817-7067,M,1993-03-12,2026-04-05,NJ,South Kristenshire,silver,In-Store,N,Friend Referral
CUST002377,Jessica,Reed,jessica.reed828@hotmail.com,(906)364-8782x648,M,1963-11-27,2023-01-30,TN,Shelleyside,Gold,Online,0,
CUST004157,Angelica,Burgess,angelica.burgess137@yahoo.com,469.541.3008x7106,Other,2007-12-07,09/15/2022,NY,Diazside,Bronze,Mobile App,Y,
CUST003637,James,Henry,james.henry253@hotmail.com,,F,1945-05-26,04/28/2025,Pennsylvania,North Kurt,Silver,Mobile App,,
CUST003643,Sandra,Simon,sandra.simon768@yahoo.com,(928)604-3691,F,1950-11-08,2023-04-01,Michigan,Jenniferfort,BRONZE,Online,no,Friend Referral
CUST004307,Dawn,Hill,dawn.hill422@outlook.com,931.632.8515x529,M,1970-10-05,2023-12-20,FL,Port Wendystad,Bronze,Online,Y,Walk-in
CUST001185,Jesse,Smith,jesse.smith675@outlook.com,287.803.6860x5063,M,1993-02-08,2021-02-06,NC,Allenstad,Gold,Mobile App,no,Walk-in
CUST000601,Sarah,Mendez,sarah.mendez298@yahoo.com,(587)867-5481,M,1950-09-16,2023-06-10,Wisconsin,West Christianton,Bronze,In-Store,no,Search Engine
CUST000044,Lance,Smith,lance.smith445@outlook.com,448.346.7737x8263,F,1969-03-27,2021-12-24,Texas,South Staceyberg,SILVER,Mobile App,yes,Search Engine
CUST001816,Anthony,Elliott,anthony.elliott607@gmail.com,660-532-5039,Other,1968-06-22,2021-06-19,Michigan,Lake Thomasborough,Silver,Online,0,Social Media
CUST005053,Bryan,Perez,bryan.perez165@yahoo.com,949.983.4134x57081,M,1965-07-01,04/30/2026,Texas,Gonzalezville,silver,Mobile App,Y,Search Engine
CUST005724,Nicholas,Koch,nicholas.koch649@yahoo.com,696.999.1791x6469,F,1999-05-07,2022-10-24,Ohio,East Madison,BRONZE,In-Store,no,Search Engine
CUST003145,Alejandro,Stark,alejandro.stark259@outlook.com,(816)958-0872,Other,2007-04-07,2024-02-03,MARYLAND,Millerborough,BRONZE,In-Store,Y,Walk-in
CUST003326,Richard,Anderson,richard.anderson333@gmail.com,001-764-267-4456x322,M,1941-01-21,2024-12-31,ma,New Matthewberg,BRONZE,In-Store,Y,TV Ad
CUST000247,Malik,Hernandez,malik.hernandez368@outlook.com,001-903-212-0735x6475,M,2008-07-21,2020-10-20,MA,West Josephmouth,bronze,Online,no,
CUST005715,Linda,Ross,linda.ross99@outlook.com,378.532.6970x36758,F,1995-10-21,2021-07-20,Illinois,New Ashley,Gold,Mobile App,no,Walk-in
CUST004690,Justin,Chandler,justin.chandler120@yahoo.com,+1-531-909-3888x2956,F,1990-07-11,2024-11-18,va,Woodtown,BRONZE,Online,no,Search Engine
CUST003069,Juan,Baker,juan.baker841@outlook.com,(916)608-3402,Other,1961-01-23,2021-11-02,IL,Henrymouth,bronze,In-Store,Y,TV Ad
CUST001281,Mary,Hart,mary.hart208@gmail.com,433.529.5945,Other,1967-03-12,2021-08-13,MO,West Shannon,Silver,Online,N,Influencer
CUST004117,John,Ryan,john.ryan290@yahoo.com,(273)648-1539x1221,Other,1969-05-12,05/30/2022,NEW YORK,Simmonshaven,bronze,Mobile App,0,
CUST000461,Kimberly,Hancock,kimberly.hancock138@outlook.com,911-678-3099,M,1986-03-13,2022-04-11,nc,Richardsonville,GOLD,Mobile App,no,TV Ad
CUST002609,Jenna,Ingram,jenna.ingram632@outlook.com,813.903.7097x184,M,1991-04-17,2025-11-13,California,Billland,bronze,Online,Y,Email Campaign
CUST002183,Deanna,Nichols,deanna.nichols229@gmail.com,764.636.5314,M,1997-08-30,2023-12-23,OH,Priceport,bronze,In-Store,,Email Campaign
CUST001293,Tara,Fischer,tara.fischer123@gmail.com,+1-276-859-1538x20114,F,1978-02-24,2022-03-05,az,Hopkinsborough,bronze,Online,Y,TV Ad
CUST003599,Lisa,Cook,lisa.cook154@gmail.com,+1-779-583-2323x67709,F,1995-06-25,09/08/2020,Texas,East Julie,silver,Online,N,TV Ad
CUST000743,Melissa,Williams,melissa.williams111@gmail.com,973.506.2604x2359,F,1982-10-02,2023-02-27,IL,Port Chase,BRONZE,Online,N,Friend Referral
CUST004943,Sarah,Duncan,,,M,,2022-07-28,Wisconsin,,bronze,Mobile App,,
CUST005924,Linda,Harmon,linda.harmon915@yahoo.com,676-697-0339,M,1985-09-05,2022-11-30,MD,East Andrewfort,BRONZE,Mobile App,Y,
CUST005772,Mark,Hodge,mark.hodge974@outlook.com,549.453.8760,Other,1993-01-02,03/09/2024,WI,New Elizabeth,BRONZE,Online,N,Friend Referral
CUST005981,Christina,Johnson,christina.johnson982@hotmail.com,580.557.9411,F,1997-06-27,2024-09-02,Wisconsin,Stevenstad,Silver,In-Store,no,
CUST002425,Kimberly,Madden,kimberly.madden106@yahoo.com,+1-509-527-6736x086,Other,2000-03-26,2020-10-15,Washington,Aaronbury,silver,Mobile App,yes,Search Engine
CUST005238,Gene,Murray,gene.murray478@hotmail.com,001-876-528-3796x756,M,1972-05-10,2021-02-04,IL,Brownmouth,Bronze,Mobile App,Y,TV Ad
CUST003626,Misty,Lawrence,misty.lawrence483@hotmail.com,253-439-6259x9917,Other,1942-07-10,2023-05-28,Massachusetts,South Shawn,BRONZE,Mobile App,Y,Email Campaign
CUST005682,Benjamin,Johnson,benjamin.johnson858@outlook.com,535-749-7599,F,1994-06-24,2025-12-27,CA,Angelicaburgh,BRONZE,In-Store,,Influencer
CUST003535,Tony,Gray,tony.gray136@yahoo.com,+1-373-626-4266x7730,M,2004-06-25,2021-10-14,NC,South Ronald,silver,In-Store,Y,Email Campaign
CUST002259,Christina,Miller,christina.miller445@gmail.com,(504)750-9806,Other,1989-12-28,2025-06-03,Indiana,South Tylerfort,gold,In-Store,N,
CUST005840,Alexis,Rodriguez,,,M,,2025-08-16,IL,,bronze,Mobile App,,
CUST003228,Paul,Briggs,paul.briggs688@gmail.com,,M,1978-10-09,11/24/2025,Indiana,Robinchester,bronze,Online,,
CUST000895,Robert,Reyes,robert.reyes252@yahoo.com,694.333.2562x3899,M,1947-08-24,2021-12-06,nj,Stephaniefort,Bronze,Online,1,Search Engine
CUST002914,Nancy,Wagner,nancy.wagner83@outlook.com,001-328-854-4305x23614,F,1977-08-31,2021-03-30,California,Chenmouth,Silver,Online,Y,
